subject,item,accuracy,latency,valence,length,frequency
53,lesbian,1,517,4.67,7,7.13
53,maggot,1,390,2.06,6,2.35
53,moral,1,469,6.2,5,53.95
53,mountain,1,412,6.59,8,39.61
53,news,1,456,5.3,4,145.58
53,pain,1,467,2.13,4,73.38
53,pig,1,615,5.07,3,13.51
53,quarrel,1,515,2.93,7,5.83
53,rattle,1,459,5.03,6,3.77
53,safe,1,489,7.07,4,69.73
53,scum,1,449,2.43,4,5.78
53,shadow,1,378,4.35,6,30.95
53,sin,1,495,2.8,3,13.61
53,slap,1,363,2.95,4,4.88
53,snuggle,1,415,7.92,7,0.33
53,stress,1,451,2.09,6,48.7
53,table,0,38,5.22,5,202
53,tank,1,446,5.16,4,33.24
53,toothache,1,542,1.98,9,0.98
53,toy,1,506,7,3,9.77
53,trust,1,410,6.68,5,101.98
53,useful,1,432,7.14,6,100.71
53,vehicle,1,422,6.27,7,42.23
53,village,1,527,5.92,7,113.4
53,watch,1,369,5.78,5,95.57
53,world,1,373,6.5,5,590.31
54,alert,1,518,6.2,5,16
54,beggar,1,1194,3.22,6,2.42
54,brave,1,610,7.15,5,18.3
54,breeze,1,659,6.85,6,13.81
54,caress,0,1180,7.84,6,2.13
54,charm,1,757,6.77,5,14.25
54,cow,1,564,5.57,3,13.96
54,crude,1,506,3.12,5,13.7
54,crutch,1,1266,3.43,6,1.17
54,cyclone,1,711,3.6,7,0.95
54,earth,1,625,7.15,5,97.15
54,fun,1,580,8.37,3,51.21
54,game,1,587,6.98,4,150.08
54,hard,1,856,5.22,4,229.35
54,hat,0,619,5.46,3,31.37
54,hotel,1,638,6,5,114.47
54,hurt,1,597,1.9,4,45.81
54,idiot,1,768,3.16,5,6.49
54,improve,1,783,7.65,7,62.08
54,interest,1,642,6.97,8,276.11
54,iron,1,645,4.9,4,47.5
54,lost,1,518,2.82,4,194.2
54,louse,1,963,2.81,5,0.5
54,manure,1,2392,3.1,6,3.01
54,market,1,473,5.66,6,300.78
54,medicine,1,553,5.67,8,27.87
54,nectar,1,559,6.9,6,1.47
54,needle,1,551,3.82,6,12.49
54,neglect,1,782,2.63,7,12.05
54,noisy,1,1565,5.02,5,10.23
54,penis,1,643,5.9,5,5.34
54,pinch,1,646,3.83,5,5.59
54,pollute,1,743,1.85,7,1.14
54,pressure,1,979,3.38,8,119.75
54,radiant,0,1002,6.73,7,2.45
54,reward,1,679,7.53,6,19.79
54,scandal,1,481,3.32,7,14.73
54,snake,1,2210,3.31,5,7.54
54,snob,1,581,3.36,4,1.25
54,sour,1,666,3.93,4,6.66
54,space,1,516,6.78,5,126.54
54,spirit,1,669,7,6,64.9
54,stool,1,595,4.56,5,8.64
54,talent,1,806,7.56,6,20.95
54,theory,1,535,5.3,6,131.29
54,thief,1,586,2.13,5,7.57
54,toxic,1,624,2.1,5,12.2
54,travel,1,801,7.1,6,72.71
54,trophy,1,480,7.78,6,13.03
54,trunk,1,698,5.09,5,8.16
54,wasp,1,607,3.37,4,2.58
54,wife,1,663,6.33,4,171.06
54,windmill,1,862,5.6,8,1.94
54,writer,1,1700,5.52,6,37.42
55,alive,1,556,7.25,5,42.54
55,bandage,1,759,4.54,7,2.53
55,bright,1,514,7.5,6,55.4
55,carcass,1,807,3.34,7,1.4
55,cheer,1,477,8.1,5,7.81
55,coast,1,494,5.98,5,47.01
55,detail,1,603,5.55,6,62.23
55,devil,1,564,2.21,5,17.32
55,door,1,449,5.13,4,253.65
55,evil,1,491,3.23,4,28.83
55,face,1,459,6.39,4,349.78
55,fat,1,575,2.28,3,46.11
55,foul,1,493,2.81,4,10.43
55,glass,1,475,4.75,5,98.56
55,grenade,1,829,3.6,7,1.94
55,hatred,1,586,1.98,6,10.52
55,heal,1,610,7.09,4,5.24
55,kettle,1,673,5.22,6,9.25
55,kick,1,571,4.31,4,23.24
55,kind,1,3012,7.59,4,237.97
55,lesbian,1,804,4.67,7,7.13
55,maggot,1,811,2.06,6,2.35
55,moral,1,638,6.2,5,53.95
55,mountain,1,463,6.59,8,39.61
55,news,0,907,5.3,4,145.58
55,pain,1,441,2.13,4,73.38
55,pig,1,575,5.07,3,13.51
55,quarrel,1,724,2.93,7,5.83
55,rattle,1,641,5.03,6,3.77
55,safe,1,517,7.07,4,69.73
55,scum,1,543,2.43,4,5.78
55,shadow,1,1427,4.35,6,30.95
55,sin,1,519,2.8,3,13.61
55,slap,1,1363,2.95,4,4.88
55,snuggle,1,766,7.92,7,0.33
55,stress,1,520,2.09,6,48.7
55,table,0,521,5.22,5,202
55,tank,1,565,5.16,4,33.24
55,toothache,1,599,1.98,9,0.98
55,toy,1,962,7,3,9.77
55,trust,1,453,6.68,5,101.98
55,useful,1,535,7.14,6,100.71
55,vehicle,1,944,6.27,7,42.23
55,village,1,482,5.92,7,113.4
55,watch,1,637,5.78,5,95.57
55,world,1,503,6.5,5,590.31
63,alive,1,590,7.25,5,42.54
63,bandage,1,1484,4.54,7,2.53
63,bright,1,792,7.5,6,55.4
63,carcass,1,828,3.34,7,1.4
63,cheer,1,561,8.1,5,7.81
63,coast,1,483,5.98,5,47.01
63,detail,1,537,5.55,6,62.23
63,devil,1,801,2.21,5,17.32
63,door,1,474,5.13,4,253.65
63,evil,1,1029,3.23,4,28.83
63,face,1,480,6.39,4,349.78
63,fat,1,561,2.28,3,46.11
63,foul,1,476,2.81,4,10.43
63,glass,1,478,4.75,5,98.56
63,grenade,1,683,3.6,7,1.94
63,hatred,1,552,1.98,6,10.52
63,heal,1,497,7.09,4,5.24
63,kettle,1,518,5.22,6,9.25
63,kick,1,534,4.31,4,23.24
63,kind,1,553,7.59,4,237.97
63,lesbian,1,544,4.67,7,7.13
63,maggot,1,682,2.06,6,2.35
63,moral,1,509,6.2,5,53.95
63,mountain,1,523,6.59,8,39.61
63,news,1,540,5.3,4,145.58
63,pain,1,534,2.13,4,73.38
63,pig,1,562,5.07,3,13.51
63,quarrel,1,664,2.93,7,5.83
63,rattle,1,645,5.03,6,3.77
63,safe,1,952,7.07,4,69.73
63,scum,1,1144,2.43,4,5.78
63,shadow,1,525,4.35,6,30.95
63,sin,1,522,2.8,3,13.61
63,slap,1,427,2.95,4,4.88
63,snuggle,1,1653,7.92,7,0.33
63,stress,1,845,2.09,6,48.7
63,table,0,374,5.22,5,202
63,tank,1,475,5.16,4,33.24
63,toothache,1,868,1.98,9,0.98
63,toy,1,508,7,3,9.77
63,trust,1,512,6.68,5,101.98
63,useful,1,458,7.14,6,100.71
63,vehicle,1,514,6.27,7,42.23
63,village,1,541,5.92,7,113.4
63,watch,1,487,5.78,5,95.57
63,world,1,754,6.5,5,590.31
64,alert,1,806,6.2,5,16
64,beggar,1,732,3.22,6,2.42
64,brave,1,482,7.15,5,18.3
64,breeze,1,655,6.85,6,13.81
64,caress,1,529,7.84,6,2.13
64,charm,1,521,6.77,5,14.25
64,cow,1,665,5.57,3,13.96
64,crude,1,657,3.12,5,13.7
64,crutch,1,735,3.43,6,1.17
64,cyclone,1,702,3.6,7,0.95
64,earth,1,670,7.15,5,97.15
64,fun,1,590,8.37,3,51.21
64,game,1,677,6.98,4,150.08
64,hard,0,697,5.22,4,229.35
64,hat,1,661,5.46,3,31.37
64,hotel,1,460,6,5,114.47
64,hurt,1,507,1.9,4,45.81
64,idiot,1,499,3.16,5,6.49
64,improve,1,501,7.65,7,62.08
64,interest,1,406,6.97,8,276.11
64,iron,1,545,4.9,4,47.5
64,lost,1,512,2.82,4,194.2
64,louse,1,726,2.81,5,0.5
64,manure,1,575,3.1,6,3.01
64,market,1,494,5.66,6,300.78
64,medicine,1,719,5.67,8,27.87
64,nectar,1,578,6.9,6,1.47
64,needle,1,602,3.82,6,12.49
64,neglect,1,942,2.63,7,12.05
64,noisy,1,476,5.02,5,10.23
64,penis,1,735,5.9,5,5.34
64,pinch,1,505,3.83,5,5.59
64,pollute,1,785,1.85,7,1.14
64,pressure,1,690,3.38,8,119.75
64,radiant,1,563,6.73,7,2.45
64,reward,1,502,7.53,6,19.79
64,scandal,1,544,3.32,7,14.73
64,snake,0,490,3.31,5,7.54
64,snob,1,456,3.36,4,1.25
64,sour,1,537,3.93,4,6.66
64,space,1,755,6.78,5,126.54
64,spirit,1,656,7,6,64.9
64,stool,1,481,4.56,5,8.64
64,talent,1,445,7.56,6,20.95
64,theory,1,520,5.3,6,131.29
64,thief,1,569,2.13,5,7.57
64,toxic,1,494,2.1,5,12.2
64,travel,1,528,7.1,6,72.71
64,trophy,1,612,7.78,6,13.03
64,trunk,1,550,5.09,5,8.16
64,wasp,1,719,3.37,4,2.58
64,wife,1,599,6.33,4,171.06
64,windmill,1,546,5.6,8,1.94
64,writer,1,459,5.52,6,37.42
65,alive,1,624,7.25,5,42.54
65,bandage,1,896,4.54,7,2.53
65,bright,1,1166,7.5,6,55.4
65,carcass,1,732,3.34,7,1.4
65,cheer,1,729,8.1,5,7.81
65,coast,1,1150,5.98,5,47.01
65,detail,1,2112,5.55,6,62.23
65,devil,0,958,2.21,5,17.32
65,door,1,514,5.13,4,253.65
65,evil,1,553,3.23,4,28.83
65,face,1,536,6.39,4,349.78
65,fat,0,541,2.28,3,46.11
65,foul,1,2289,2.81,4,10.43
65,glass,1,657,4.75,5,98.56
65,grenade,1,580,3.6,7,1.94
65,hatred,1,603,1.98,6,10.52
65,heal,1,522,7.09,4,5.24
65,kettle,1,594,5.22,6,9.25
65,kick,1,706,4.31,4,23.24
65,kind,1,2143,7.59,4,237.97
65,lesbian,1,690,4.67,7,7.13
65,maggot,1,1081,2.06,6,2.35
65,moral,1,1346,6.2,5,53.95
65,mountain,1,637,6.59,8,39.61
65,news,1,778,5.3,4,145.58
65,pain,1,503,2.13,4,73.38
65,pig,1,690,5.07,3,13.51
65,quarrel,1,559,2.93,7,5.83
65,rattle,1,761,5.03,6,3.77
65,safe,1,513,7.07,4,69.73
65,scum,1,549,2.43,4,5.78
65,shadow,1,795,4.35,6,30.95
65,sin,1,584,2.8,3,13.61
65,slap,1,537,2.95,4,4.88
65,snuggle,1,738,7.92,7,0.33
65,stress,1,1225,2.09,6,48.7
65,table,1,713,5.22,5,202
65,tank,1,1325,5.16,4,33.24
65,toothache,1,2080,1.98,9,0.98
65,toy,1,631,7,3,9.77
65,trust,1,1271,6.68,5,101.98
65,useful,1,767,7.14,6,100.71
65,vehicle,1,534,6.27,7,42.23
65,village,1,551,5.92,7,113.4
65,watch,1,1303,5.78,5,95.57
65,world,1,562,6.5,5,590.31
66,alert,1,676,6.2,5,16
66,beggar,1,1313,3.22,6,2.42
66,brave,1,525,7.15,5,18.3
66,breeze,1,600,6.85,6,13.81
66,caress,1,518,7.84,6,2.13
66,charm,1,462,6.77,5,14.25
66,cow,1,539,5.57,3,13.96
66,crude,1,1242,3.12,5,13.7
66,crutch,1,1292,3.43,6,1.17
66,cyclone,1,603,3.6,7,0.95
66,earth,1,439,7.15,5,97.15
66,fun,1,536,8.37,3,51.21
66,game,1,524,6.98,4,150.08
66,hard,1,641,5.22,4,229.35
66,hat,1,455,5.46,3,31.37
66,hotel,1,512,6,5,114.47
66,hurt,1,470,1.9,4,45.81
66,idiot,1,724,3.16,5,6.49
66,improve,1,599,7.65,7,62.08
66,interest,1,561,6.97,8,276.11
66,iron,1,576,4.9,4,47.5
66,lost,1,692,2.82,4,194.2
66,louse,1,612,2.81,5,0.5
66,manure,0,517,3.1,6,3.01
66,market,1,799,5.66,6,300.78
66,medicine,1,680,5.67,8,27.87
66,nectar,1,552,6.9,6,1.47
66,needle,1,659,3.82,6,12.49
66,neglect,1,1774,2.63,7,12.05
66,noisy,1,400,5.02,5,10.23
66,penis,1,608,5.9,5,5.34
66,pinch,1,601,3.83,5,5.59
66,pollute,1,698,1.85,7,1.14
66,pressure,1,1248,3.38,8,119.75
66,radiant,1,510,6.73,7,2.45
66,reward,1,694,7.53,6,19.79
66,scandal,1,729,3.32,7,14.73
66,snake,1,461,3.31,5,7.54
66,snob,1,2063,3.36,4,1.25
66,sour,1,708,3.93,4,6.66
66,space,1,642,6.78,5,126.54
66,spirit,1,693,7,6,64.9
66,stool,1,786,4.56,5,8.64
66,talent,1,708,7.56,6,20.95
66,theory,1,552,5.3,6,131.29
66,thief,1,583,2.13,5,7.57
66,toxic,1,579,2.1,5,12.2
66,travel,1,534,7.1,6,72.71
66,trophy,1,607,7.78,6,13.03
66,trunk,1,498,5.09,5,8.16
66,wasp,1,587,3.37,4,2.58
66,wife,1,539,6.33,4,171.06
66,windmill,1,681,5.6,8,1.94
66,writer,1,457,5.52,6,37.42
67,alive,1,953,7.25,5,42.54
67,bandage,1,532,4.54,7,2.53
67,bright,1,413,7.5,6,55.4
67,carcass,1,925,3.34,7,1.4
67,cheer,1,503,8.1,5,7.81
67,coast,1,454,5.98,5,47.01
67,detail,1,561,5.55,6,62.23
67,devil,1,525,2.21,5,17.32
67,door,1,677,5.13,4,253.65
67,evil,1,423,3.23,4,28.83
67,face,1,546,6.39,4,349.78
67,fat,1,779,2.28,3,46.11
67,foul,1,457,2.81,4,10.43
67,glass,1,512,4.75,5,98.56
67,grenade,1,574,3.6,7,1.94
67,hatred,1,642,1.98,6,10.52
67,heal,1,501,7.09,4,5.24
67,kettle,1,461,5.22,6,9.25
67,kick,1,596,4.31,4,23.24
67,kind,1,567,7.59,4,237.97
67,lesbian,1,529,4.67,7,7.13
67,maggot,1,607,2.06,6,2.35
67,moral,1,753,6.2,5,53.95
67,mountain,1,566,6.59,8,39.61
67,news,1,443,5.3,4,145.58
67,pain,1,462,2.13,4,73.38
67,pig,1,594,5.07,3,13.51
67,quarrel,1,477,2.93,7,5.83
67,rattle,1,497,5.03,6,3.77
67,safe,1,517,7.07,4,69.73
67,scum,1,502,2.43,4,5.78
67,shadow,1,448,4.35,6,30.95
67,sin,1,438,2.8,3,13.61
67,slap,1,557,2.95,4,4.88
67,snuggle,1,709,7.92,7,0.33
67,stress,1,373,2.09,6,48.7
67,table,1,462,5.22,5,202
67,tank,1,480,5.16,4,33.24
67,toothache,1,519,1.98,9,0.98
67,toy,1,503,7,3,9.77
67,trust,1,469,6.68,5,101.98
67,useful,1,591,7.14,6,100.71
67,vehicle,1,558,6.27,7,42.23
67,village,1,541,5.92,7,113.4
67,watch,1,450,5.78,5,95.57
67,world,1,561,6.5,5,590.31
68,alert,1,529,6.2,5,16
68,beggar,1,572,3.22,6,2.42
68,brave,1,388,7.15,5,18.3
68,breeze,1,391,6.85,6,13.81
68,caress,1,581,7.84,6,2.13
68,charm,1,615,6.77,5,14.25
68,cow,1,422,5.57,3,13.96
68,crude,1,429,3.12,5,13.7
68,crutch,1,364,3.43,6,1.17
68,cyclone,1,536,3.6,7,0.95
68,earth,1,552,7.15,5,97.15
68,fun,1,424,8.37,3,51.21
68,game,1,444,6.98,4,150.08
68,hard,1,371,5.22,4,229.35
68,hat,1,340,5.46,3,31.37
68,hotel,1,412,6,5,114.47
68,hurt,1,411,1.9,4,45.81
68,idiot,1,382,3.16,5,6.49
68,improve,1,417,7.65,7,62.08
68,interest,1,571,6.97,8,276.11
68,iron,1,395,4.9,4,47.5
68,lost,1,400,2.82,4,194.2
68,louse,1,461,2.81,5,0.5
68,manure,1,636,3.1,6,3.01
68,market,1,383,5.66,6,300.78
68,medicine,1,361,5.67,8,27.87
68,nectar,1,495,6.9,6,1.47
68,needle,1,431,3.82,6,12.49
68,neglect,1,492,2.63,7,12.05
68,noisy,1,343,5.02,5,10.23
68,penis,1,427,5.9,5,5.34
68,pinch,1,362,3.83,5,5.59
68,pollute,1,455,1.85,7,1.14
68,pressure,1,424,3.38,8,119.75
68,radiant,1,455,6.73,7,2.45
68,reward,1,391,7.53,6,19.79
68,scandal,1,407,3.32,7,14.73
68,snake,1,420,3.31,5,7.54
68,snob,1,423,3.36,4,1.25
68,sour,1,446,3.93,4,6.66
68,space,1,476,6.78,5,126.54
68,spirit,1,477,7,6,64.9
68,stool,1,384,4.56,5,8.64
68,talent,1,357,7.56,6,20.95
68,theory,1,471,5.3,6,131.29
68,thief,1,424,2.13,5,7.57
68,toxic,1,432,2.1,5,12.2
68,travel,1,353,7.1,6,72.71
68,trophy,1,479,7.78,6,13.03
68,trunk,1,350,5.09,5,8.16
68,wasp,1,408,3.37,4,2.58
68,wife,1,997,6.33,4,171.06
68,windmill,1,475,5.6,8,1.94
68,writer,1,542,5.52,6,37.42
70,alert,1,506,6.2,5,16
70,beggar,1,784,3.22,6,2.42
70,brave,1,492,7.15,5,18.3
70,breeze,1,500,6.85,6,13.81
70,caress,1,900,7.84,6,2.13
70,charm,1,443,6.77,5,14.25
70,cow,1,387,5.57,3,13.96
70,crude,1,500,3.12,5,13.7
70,crutch,1,845,3.43,6,1.17
70,cyclone,1,753,3.6,7,0.95
70,earth,1,461,7.15,5,97.15
70,fun,1,376,8.37,3,51.21
70,game,1,464,6.98,4,150.08
70,hard,1,622,5.22,4,229.35
70,hat,1,514,5.46,3,31.37
70,hotel,1,683,6,5,114.47
70,hurt,1,465,1.9,4,45.81
70,idiot,1,467,3.16,5,6.49
70,improve,1,517,7.65,7,62.08
70,interest,1,444,6.97,8,276.11
70,iron,1,632,4.9,4,47.5
70,lost,1,598,2.82,4,194.2
70,louse,1,1174,2.81,5,0.5
70,manure,1,753,3.1,6,3.01
70,market,1,400,5.66,6,300.78
70,medicine,1,456,5.67,8,27.87
70,nectar,1,484,6.9,6,1.47
70,needle,1,468,3.82,6,12.49
70,neglect,1,497,2.63,7,12.05
70,noisy,1,465,5.02,5,10.23
70,penis,1,463,5.9,5,5.34
70,pinch,1,735,3.83,5,5.59
70,pollute,1,495,1.85,7,1.14
70,pressure,1,606,3.38,8,119.75
70,radiant,1,783,6.73,7,2.45
70,reward,1,488,7.53,6,19.79
70,scandal,1,488,3.32,7,14.73
70,snake,1,626,3.31,5,7.54
70,snob,1,550,3.36,4,1.25
70,sour,1,421,3.93,4,6.66
70,space,1,376,6.78,5,126.54
70,spirit,1,473,7,6,64.9
70,stool,1,420,4.56,5,8.64
70,talent,1,444,7.56,6,20.95
70,theory,1,402,5.3,6,131.29
70,thief,1,440,2.13,5,7.57
70,toxic,1,429,2.1,5,12.2
70,travel,1,413,7.1,6,72.71
70,trophy,1,479,7.78,6,13.03
70,trunk,1,458,5.09,5,8.16
70,wasp,1,570,3.37,4,2.58
70,wife,1,399,6.33,4,171.06
70,windmill,1,518,5.6,8,1.94
70,writer,1,637,5.52,6,37.42
71,alive,1,582,7.25,5,42.54
71,bandage,1,513,4.54,7,2.53
71,bright,1,496,7.5,6,55.4
71,carcass,1,702,3.34,7,1.4
71,cheer,1,354,8.1,5,7.81
71,coast,1,674,5.98,5,47.01
71,detail,1,756,5.55,6,62.23
71,devil,1,532,2.21,5,17.32
71,door,1,735,5.13,4,253.65
71,evil,1,448,3.23,4,28.83
71,face,1,759,6.39,4,349.78
71,fat,1,508,2.28,3,46.11
71,foul,1,520,2.81,4,10.43
71,glass,1,546,4.75,5,98.56
71,grenade,1,609,3.6,7,1.94
71,hatred,1,565,1.98,6,10.52
71,heal,1,476,7.09,4,5.24
71,kettle,1,822,5.22,6,9.25
71,kick,1,440,4.31,4,23.24
71,kind,1,412,7.59,4,237.97
71,lesbian,1,549,4.67,7,7.13
71,maggot,1,594,2.06,6,2.35
71,moral,1,482,6.2,5,53.95
71,mountain,1,488,6.59,8,39.61
71,news,1,758,5.3,4,145.58
71,pain,1,502,2.13,4,73.38
71,pig,1,455,5.07,3,13.51
71,quarrel,1,538,2.93,7,5.83
71,rattle,1,548,5.03,6,3.77
71,safe,1,400,7.07,4,69.73
71,scum,1,573,2.43,4,5.78
71,shadow,1,477,4.35,6,30.95
71,sin,1,848,2.8,3,13.61
71,slap,1,556,2.95,4,4.88
71,snuggle,1,595,7.92,7,0.33
71,stress,1,540,2.09,6,48.7
71,table,1,587,5.22,5,202
71,tank,1,476,5.16,4,33.24
71,toothache,1,463,1.98,9,0.98
71,toy,1,507,7,3,9.77
71,trust,1,645,6.68,5,101.98
71,useful,1,630,7.14,6,100.71
71,vehicle,1,869,6.27,7,42.23
71,village,1,412,5.92,7,113.4
71,watch,1,464,5.78,5,95.57
71,world,1,625,6.5,5,590.31
72,alert,1,463,6.2,5,16
72,beggar,1,711,3.22,6,2.42
72,brave,1,507,7.15,5,18.3
72,breeze,1,417,6.85,6,13.81
72,caress,1,992,7.84,6,2.13
72,charm,1,447,6.77,5,14.25
72,cow,1,443,5.57,3,13.96
72,crude,1,767,3.12,5,13.7
72,crutch,1,637,3.43,6,1.17
72,cyclone,1,470,3.6,7,0.95
72,earth,1,417,7.15,5,97.15
72,fun,1,477,8.37,3,51.21
72,game,1,487,6.98,4,150.08
72,hard,1,523,5.22,4,229.35
72,hat,1,364,5.46,3,31.37
72,hotel,1,412,6,5,114.47
72,hurt,1,454,1.9,4,45.81
72,idiot,1,424,3.16,5,6.49
72,improve,1,454,7.65,7,62.08
72,interest,1,859,6.97,8,276.11
72,iron,1,589,4.9,4,47.5
72,lost,1,444,2.82,4,194.2
72,louse,0,654,2.81,5,0.5
72,manure,1,630,3.1,6,3.01
72,market,1,525,5.66,6,300.78
72,medicine,1,415,5.67,8,27.87
72,nectar,1,421,6.9,6,1.47
72,needle,1,492,3.82,6,12.49
72,neglect,1,472,2.63,7,12.05
72,noisy,1,498,5.02,5,10.23
72,penis,1,518,5.9,5,5.34
72,pinch,1,653,3.83,5,5.59
72,pollute,1,621,1.85,7,1.14
72,pressure,1,433,3.38,8,119.75
72,radiant,1,641,6.73,7,2.45
72,reward,1,501,7.53,6,19.79
72,scandal,1,424,3.32,7,14.73
72,snake,1,411,3.31,5,7.54
72,snob,1,575,3.36,4,1.25
72,sour,1,446,3.93,4,6.66
72,space,1,420,6.78,5,126.54
72,spirit,1,427,7,6,64.9
72,stool,1,710,4.56,5,8.64
72,talent,1,457,7.56,6,20.95
72,theory,1,494,5.3,6,131.29
72,thief,1,398,2.13,5,7.57
72,toxic,1,529,2.1,5,12.2
72,travel,1,441,7.1,6,72.71
72,trophy,1,498,7.78,6,13.03
72,trunk,1,526,5.09,5,8.16
72,wasp,1,554,3.37,4,2.58
72,wife,1,441,6.33,4,171.06
72,windmill,1,522,5.6,8,1.94
72,writer,1,699,5.52,6,37.42
73,alive,1,513,7.25,5,42.54
73,bandage,1,579,4.54,7,2.53
73,bright,1,667,7.5,6,55.4
73,carcass,1,1417,3.34,7,1.4
73,cheer,1,981,8.1,5,7.81
73,coast,1,594,5.98,5,47.01
73,detail,1,680,5.55,6,62.23
73,devil,1,452,2.21,5,17.32
73,door,1,539,5.13,4,253.65
73,evil,1,493,3.23,4,28.83
73,face,1,501,6.39,4,349.78
73,fat,1,812,2.28,3,46.11
73,foul,1,611,2.81,4,10.43
73,glass,1,607,4.75,5,98.56
73,grenade,1,807,3.6,7,1.94
73,hatred,1,557,1.98,6,10.52
73,heal,1,597,7.09,4,5.24
73,kettle,1,566,5.22,6,9.25
73,kick,1,516,4.31,4,23.24
73,kind,1,463,7.59,4,237.97
73,lesbian,1,551,4.67,7,7.13
73,maggot,1,495,2.06,6,2.35
73,moral,1,546,6.2,5,53.95
73,mountain,1,477,6.59,8,39.61
73,news,1,495,5.3,4,145.58
73,pain,1,479,2.13,4,73.38
73,pig,1,437,5.07,3,13.51
73,quarrel,1,587,2.93,7,5.83
73,rattle,1,572,5.03,6,3.77
73,safe,1,598,7.07,4,69.73
73,scum,1,500,2.43,4,5.78
73,shadow,1,511,4.35,6,30.95
73,sin,1,497,2.8,3,13.61
73,slap,1,529,2.95,4,4.88
73,snuggle,1,853,7.92,7,0.33
73,stress,1,840,2.09,6,48.7
73,table,1,580,5.22,5,202
73,tank,1,501,5.16,4,33.24
73,toothache,1,1134,1.98,9,0.98
73,toy,1,467,7,3,9.77
73,trust,1,574,6.68,5,101.98
73,useful,1,530,7.14,6,100.71
73,vehicle,1,542,6.27,7,42.23
73,village,1,542,5.92,7,113.4
73,watch,1,442,5.78,5,95.57
73,world,1,487,6.5,5,590.31
74,alert,1,958,6.2,5,16
74,beggar,1,927,3.22,6,2.42
74,brave,1,494,7.15,5,18.3
74,breeze,1,386,6.85,6,13.81
74,caress,1,931,7.84,6,2.13
74,charm,1,817,6.77,5,14.25
74,cow,1,465,5.57,3,13.96
74,crude,1,417,3.12,5,13.7
74,crutch,1,571,3.43,6,1.17
74,cyclone,1,1057,3.6,7,0.95
74,earth,1,463,7.15,5,97.15
74,fun,1,734,8.37,3,51.21
74,game,1,452,6.98,4,150.08
74,hard,1,444,5.22,4,229.35
74,hat,1,616,5.46,3,31.37
74,hotel,1,467,6,5,114.47
74,hurt,1,520,1.9,4,45.81
74,idiot,1,750,3.16,5,6.49
74,improve,1,494,7.65,7,62.08
74,interest,1,798,6.97,8,276.11
74,iron,1,444,4.9,4,47.5
74,lost,1,843,2.82,4,194.2
74,louse,0,621,2.81,5,0.5
74,manure,1,1689,3.1,6,3.01
74,market,1,507,5.66,6,300.78
74,medicine,1,565,5.67,8,27.87
74,nectar,1,570,6.9,6,1.47
74,needle,1,717,3.82,6,12.49
74,neglect,1,954,2.63,7,12.05
74,noisy,1,603,5.02,5,10.23
74,penis,1,924,5.9,5,5.34
74,pinch,1,883,3.83,5,5.59
74,pollute,1,544,1.85,7,1.14
74,pressure,1,1142,3.38,8,119.75
74,radiant,1,563,6.73,7,2.45
74,reward,1,507,7.53,6,19.79
74,scandal,1,424,3.32,7,14.73
74,snake,1,442,3.31,5,7.54
74,snob,1,654,3.36,4,1.25
74,sour,1,636,3.93,4,6.66
74,space,1,486,6.78,5,126.54
74,spirit,1,646,7,6,64.9
74,stool,1,591,4.56,5,8.64
74,talent,1,618,7.56,6,20.95
74,theory,1,736,5.3,6,131.29
74,thief,1,480,2.13,5,7.57
74,toxic,1,493,2.1,5,12.2
74,travel,1,476,7.1,6,72.71
74,trophy,1,1116,7.78,6,13.03
74,trunk,1,536,5.09,5,8.16
74,wasp,1,745,3.37,4,2.58
74,wife,1,2187,6.33,4,171.06
74,windmill,1,613,5.6,8,1.94
74,writer,1,603,5.52,6,37.42
75,alive,1,436,7.25,5,42.54
75,bandage,1,507,4.54,7,2.53
75,bright,1,687,7.5,6,55.4
75,carcass,0,527,3.34,7,1.4
75,cheer,1,868,8.1,5,7.81
75,coast,1,1182,5.98,5,47.01
75,detail,1,746,5.55,6,62.23
75,devil,1,2057,2.21,5,17.32
75,door,1,815,5.13,4,253.65
75,evil,1,1082,3.23,4,28.83
75,face,1,657,6.39,4,349.78
75,fat,1,646,2.28,3,46.11
75,foul,1,627,2.81,4,10.43
75,glass,1,765,4.75,5,98.56
75,grenade,1,4047,3.6,7,1.94
75,hatred,0,888,1.98,6,10.52
75,heal,1,995,7.09,4,5.24
75,kettle,1,530,5.22,6,9.25
75,kick,1,631,4.31,4,23.24
75,kind,1,903,7.59,4,237.97
75,lesbian,1,746,4.67,7,7.13
75,maggot,1,517,2.06,6,2.35
75,moral,1,766,6.2,5,53.95
75,mountain,1,1836,6.59,8,39.61
75,news,1,1240,5.3,4,145.58
75,pain,1,461,2.13,4,73.38
75,pig,1,527,5.07,3,13.51
75,quarrel,1,555,2.93,7,5.83
75,rattle,1,602,5.03,6,3.77
75,safe,1,590,7.07,4,69.73
75,scum,1,1916,2.43,4,5.78
75,shadow,1,617,4.35,6,30.95
75,sin,1,556,2.8,3,13.61
75,slap,1,940,2.95,4,4.88
75,snuggle,1,637,7.92,7,0.33
75,stress,1,605,2.09,6,48.7
75,table,0,487,5.22,5,202
75,tank,1,444,5.16,4,33.24
75,toothache,1,1261,1.98,9,0.98
75,toy,0,690,7,3,9.77
75,trust,1,545,6.68,5,101.98
75,useful,1,490,7.14,6,100.71
75,vehicle,1,438,6.27,7,42.23
75,village,1,1054,5.92,7,113.4
